Station_Code,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,Level,F_Level,cLevel,F_cLevel,pH,F_pH,Turb,F_Turb
elkvmwq,P,5/1/2021 8:00,1,1,,14.4,<0> ,49.66,<0> ,32.5,<0> ,78.2,<0> ,6.5,<0> ,,<-1> ,,,-0.24,<0> ,-0.32,<1> [GCS],8,<0> ,3,<0> 
elkvmwq,P,5/1/2021 8:15,1,1,,14.3,<0> ,49.7,<0> ,32.5,<0> ,79.1,<0> ,6.6,<0> ,,<-1> ,,,-0.23,<0> ,-0.31,<1> [GCS],8,<0> ,4,<0> 
elkvmwq,P,5/1/2021 8:30,1,1,,14.6,<0> ,50.18,<0> ,32.9,<0> ,75.6,<0> ,6.3,<0> ,,<-1> ,,,-0.23,<0> ,-0.31,<1> [GCS],8,<0> ,3,<0> 
elkvmwq,P,5/1/2021 8:45,1,1,,14.5,<0> ,49.81,<0> ,32.6,<0> ,76.7,<0> ,6.4,<0> ,,<-1> ,,,-0.2,<0> ,-0.28,<1> [GCS],8,<0> ,4,<0> 
elkvmwq,P,5/1/2021 9:00,1,1,,14.6,<0> ,49.88,<0> ,32.7,<0> ,75.8,<0> ,6.3,<0> ,,<-1> ,,,-0.2,<0> ,-0.28,<1> [GCS],8,<0> ,3,<0> 
elkvmwq,P,5/1/2021 9:15,1,1,,14.6,<0> ,49.89,<0> ,32.7,<0> ,76.4,<0> ,6.4,<0> ,,<-1> ,,,-0.15,<0> ,-0.23,<1> [GCS],8,<0> ,5,<0> 
elkvmwq,P,5/1/2021 9:30,1,1,,14.6,<0> ,50.38,<0> ,33,<0> ,81.2,<0> ,6.7,<0> ,,<-1> ,,,-0.12,<0> ,-0.2,<1> [GCS],8.1,<0> ,5,<0> 
elkvmwq,P,5/1/2021 9:45,1,1,,14.6,<0> ,50.31,<0> ,33,<0> ,82.3,<0> ,6.8,<0> ,,<-1> ,,,-0.05,<0> ,-0.13,<1> [GCS],8.1,<0> ,5,<0> 
elkvmwq,P,5/1/2021 10:00,1,1,,14.5,<0> ,50.23,<0> ,32.9,<0> ,84.6,<0> ,7,<0> ,,<-1> ,,,0,<0> ,-0.08,<1> [GCS],8.1,<0> ,5,<0> 
elkvmwq,P,5/1/2021 10:15,1,1,,14.5,<0> ,50.2,<0> ,32.9,<0> ,82.4,<0> ,6.9,<0> ,,<-1> ,,,0.08,<0> ,0,<1> [GCS],8.1,<0> ,5,<0> 
elkvmwq,P,5/1/2021 10:30,1,1,,14.3,<0> ,50.19,<0> ,32.9,<0> ,83.2,<0> ,7,<0> ,,<-1> ,,,0.15,<0> ,0.07,<1> [GCS],8.1,<0> ,4,<0> 
elkvmwq,P,5/1/2021 10:45,1,1,,14.1,<0> ,50.2,<0> ,32.9,<0> ,81.2,<0> ,6.8,<0> ,,<-1> ,,,0.21,<0> ,0.13,<1> [GCS],8,<0> ,4,<0> 
elkvmwq,P,5/1/2021 11:00,1,1,,12.3,<0> ,50.27,<0> ,32.9,<0> ,70,<0> ,6.1,<0> ,,<-1> ,,,0.3,<0> ,0.21,<1> [GCS],7.9,<0> ,2,<0> 
elkvmwq,P,5/1/2021 11:15,1,1,,11.3,<0> ,50.2,<0> ,32.8,<0> ,65,<0> ,5.8,<0> ,,<-1> ,,,0.4,<0> ,0.32,<1> [GCS],7.9,<0> ,2,<0> 
elkvmwq,P,5/1/2021 11:30,1,1,,10.8,<0> ,50.16,<0> ,32.7,<0> ,60.3,<0> ,5.4,<0> ,,<-1> ,,,0.47,<0> ,0.39,<1> [GCS],7.9,<0> ,2,<0> 
elkvmwq,P,5/1/2021 11:45,1,1,,10.6,<0> ,50.19,<0> ,32.7,<0> ,55.6,<0> ,5,<0> ,,<-1> ,,,0.55,<0> ,0.47,<1> [GCS],7.8,<0> ,3,<0> 
elkvmwq,P,5/1/2021 12:00,1,1,,10.8,<0> ,50.06,<0> ,32.6,<0> ,58.9,<0> ,5.3,<0> ,,<-1> ,,,0.62,<0> ,0.54,<1> [GCS],7.9,<0> ,1,<0> 
elkvmwq,P,5/1/2021 12:15,1,1,,11.1,<0> ,49.9,<0> ,32.5,<0> ,66.4,<0> ,6,<0> ,,<-1> ,,,0.7,<0> ,0.63,<1> [GCS],7.9,<0> ,2,<0> 
elkvmwq,P,5/1/2021 12:30,1,1,,11.4,<0> ,49.85,<0> ,32.5,<0> ,74.4,<0> ,6.6,<0> ,,<-1> ,,,0.77,<0> ,0.7,<1> [GCS],7.9,<0> ,2,<0> 
elkvmwq,P,5/1/2021 12:45,1,1,,11.9,<0> ,49.82,<0> ,32.5,<0> ,83.7,<0> ,7.4,<0> ,,<-1> ,,,0.83,<0> ,0.76,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/1/2021 13:00,1,1,,12.4,<0> ,49.77,<0> ,32.5,<0> ,94.7,<0> ,8.3,<0> ,,<-1> ,,,0.89,<0> ,0.82,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/1/2021 13:15,1,1,,12.7,<0> ,49.78,<0> ,32.5,<0> ,102.1,<0> ,8.8,<0> ,,<-1> ,,,0.96,<0> ,0.89,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 13:30,1,1,,12.8,<0> ,49.76,<0> ,32.5,<0> ,102.7,<0> ,8.9,<0> ,,<-1> ,,,1,<0> ,0.93,<1> [GCS],8.1,<0> ,3,<0> 
elkvmwq,P,5/1/2021 13:45,1,1,,12.9,<0> ,49.76,<0> ,32.5,<0> ,103.7,<0> ,8.9,<0> ,,<-1> ,,,1.05,<0> ,0.98,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 14:00,1,1,,13,<0> ,49.83,<0> ,32.6,<0> ,107.3,<0> ,9.2,<0> ,,<-1> ,,,1.1,<0> ,1.04,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 14:15,1,1,,13,<0> ,49.85,<0> ,32.6,<0> ,104.9,<0> ,9,<0> ,,<-1> ,,,1.13,<0> ,1.07,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 14:30,1,1,,13,<0> ,49.86,<0> ,32.6,<0> ,107.5,<0> ,9.3,<0> ,,<-1> ,,,1.15,<0> ,1.09,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 14:45,1,1,,13,<0> ,49.88,<0> ,32.6,<0> ,106.3,<0> ,9.2,<0> ,,<-1> ,,,1.17,<0> ,1.11,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 15:00,1,1,,13,<0> ,49.87,<0> ,32.6,<0> ,106.9,<0> ,9.2,<0> ,,<-1> ,,,1.2,<0> ,1.14,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 15:15,1,1,,13,<0> ,49.87,<0> ,32.6,<0> ,110.7,<0> ,9.5,<0> ,,<-1> ,,,1.19,<0> ,1.13,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 15:30,1,1,,13,<0> ,49.87,<0> ,32.6,<0> ,107.6,<0> ,9.2,<0> ,,<-1> ,,,1.21,<0> ,1.15,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 15:45,1,1,,13.1,<0> ,49.86,<0> ,32.6,<0> ,107.5,<0> ,9.2,<0> ,,<-1> ,,,1.21,<0> ,1.15,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 16:00,1,1,,13.1,<0> ,49.94,<0> ,32.7,<0> ,105.7,<0> ,9.1,<0> ,,<-1> ,,,1.2,<0> ,1.14,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 16:15,1,1,,13.2,<0> ,49.92,<0> ,32.7,<0> ,110.3,<0> ,9.5,<0> ,,<-1> ,,,1.18,<0> ,1.12,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 16:30,1,1,,13.2,<0> ,49.87,<0> ,32.6,<0> ,109.3,<0> ,9.4,<0> ,,<-1> ,,,1.17,<0> ,1.11,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 16:45,1,1,,13.2,<0> ,49.87,<0> ,32.6,<0> ,111.8,<0> ,9.6,<0> ,,<-1> ,,,1.15,<0> ,1.09,<1> [GCS],8.1,<0> ,3,<0> 
elkvmwq,P,5/1/2021 17:00,1,1,,13.2,<0> ,49.87,<0> ,32.6,<0> ,113.7,<0> ,9.7,<0> ,,<-1> ,,,1.12,<0> ,1.06,<1> [GCS],8.1,<0> ,4,<0> 
elkvmwq,P,5/1/2021 17:15,1,1,,13.2,<0> ,49.86,<0> ,32.6,<0> ,113.1,<0> ,9.7,<0> ,,<-1> ,,,1.09,<0> ,1.03,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 17:30,1,1,,13.2,<0> ,49.86,<0> ,32.6,<0> ,113.5,<0> ,9.7,<0> ,,<-1> ,,,1.08,<0> ,1.02,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 17:45,1,1,,13.2,<0> ,49.87,<0> ,32.6,<0> ,111.6,<0> ,9.6,<0> ,,<-1> ,,,1.04,<0> ,0.98,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 18:00,1,1,,13.2,<0> ,49.85,<0> ,32.6,<0> ,109.4,<0> ,9.4,<0> ,,<-1> ,,,1.02,<0> ,0.96,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 18:15,1,1,,13.2,<0> ,49.83,<0> ,32.6,<0> ,108.5,<0> ,9.3,<0> ,,<-1> ,,,0.99,<0> ,0.93,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 18:30,1,1,,13.2,<0> ,49.65,<0> ,32.5,<0> ,106.5,<0> ,9.1,<0> ,,<-1> ,,,0.98,<0> ,0.92,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 18:45,1,1,,13.2,<0> ,49.85,<0> ,32.6,<0> ,107.6,<0> ,9.2,<0> ,,<-1> ,,,0.96,<0> ,0.91,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 19:00,1,1,,13.2,<0> ,49.83,<0> ,32.6,<0> ,102.2,<0> ,8.8,<0> ,,<-1> ,,,0.95,<0> ,0.9,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 19:15,1,1,,13.1,<0> ,49.87,<0> ,32.6,<0> ,98.8,<0> ,8.5,<0> ,,<-1> ,,,0.95,<0> ,0.9,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 19:30,1,1,,13.1,<0> ,49.87,<0> ,32.6,<0> ,97.2,<0> ,8.3,<0> ,,<-1> ,,,0.94,<0> ,0.89,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/1/2021 19:45,1,1,,13.1,<0> ,49.89,<0> ,32.6,<0> ,100.1,<0> ,8.6,<0> ,,<-1> ,,,0.96,<0> ,0.91,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 20:00,1,1,,13.1,<0> ,49.87,<0> ,32.6,<0> ,100.8,<0> ,8.7,<0> ,,<-1> ,,,0.96,<0> ,0.9,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 20:15,1,1,,13.2,<0> ,49.86,<0> ,32.6,<0> ,107.9,<0> ,9.2,<0> ,,<-1> ,,,0.97,<0> ,0.91,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 20:30,1,1,,13.2,<0> ,49.65,<0> ,32.5,<0> ,102.7,<0> ,8.8,<0> ,,<-1> ,,,1,<0> ,0.94,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 20:45,1,1,,13.2,<0> ,49.68,<0> ,32.5,<0> ,102.8,<0> ,8.8,<0> ,,<-1> ,,,1.03,<0> ,0.97,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 21:00,1,1,,13.2,<0> ,49.68,<0> ,32.5,<0> ,102.2,<0> ,8.8,<0> ,,<-1> ,,,1.06,<0> ,1,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 21:15,1,1,,13.2,<0> ,49.7,<0> ,32.5,<0> ,105.4,<0> ,9,<0> ,,<-1> ,,,1.08,<0> ,1.02,<1> [GCS],8.1,<0> ,2,<0> 
elkvmwq,P,5/1/2021 21:30,1,1,,13.1,<0> ,49.69,<0> ,32.5,<0> ,102.1,<0> ,8.8,<0> ,,<-1> ,,,1.13,<0> ,1.07,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 21:45,1,1,,13.1,<0> ,49.66,<0> ,32.5,<0> ,103,<0> ,8.8,<0> ,,<-1> ,,,1.17,<0> ,1.11,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 22:00,1,1,,13.2,<0> ,49.63,<0> ,32.4,<0> ,100.2,<0> ,8.6,<0> ,,<-1> ,,,1.21,<0> ,1.15,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 22:15,1,1,,13.3,<0> ,49.69,<0> ,32.5,<0> ,99,<0> ,8.5,<0> ,,<-1> ,,,1.26,<0> ,1.2,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 22:30,1,1,,13.2,<0> ,49.66,<0> ,32.5,<0> ,97.9,<0> ,8.4,<0> ,,<-1> ,,,1.31,<0> ,1.25,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/1/2021 22:45,1,1,,13.2,<0> ,49.65,<0> ,32.5,<0> ,97.3,<0> ,8.3,<0> ,,<-1> ,,,1.32,<0> ,1.26,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/1/2021 23:00,1,1,,13.2,<0> ,49.65,<0> ,32.5,<0> ,97.2,<0> ,8.3,<0> ,,<-1> ,,,1.38,<0> ,1.32,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/1/2021 23:15,1,1,,13.2,<0> ,49.67,<0> ,32.5,<0> ,95.3,<0> ,8.2,<0> ,,<-1> ,,,1.42,<0> ,1.36,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/1/2021 23:30,1,1,,13.3,<0> ,49.7,<0> ,32.5,<0> ,95.2,<0> ,8.2,<0> ,,<-1> ,,,1.46,<0> ,1.4,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/1/2021 23:45,1,1,,13.2,<0> ,49.71,<0> ,32.5,<0> ,96,<0> ,8.2,<0> ,,<-1> ,,,1.51,<0> ,1.45,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/2/2021 0:00,1,1,,13.2,<0> ,49.71,<0> ,32.5,<0> ,95.3,<0> ,8.2,<0> ,,<-1> ,,,1.55,<0> ,1.5,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/2/2021 0:15,1,1,,13.2,<0> ,49.76,<0> ,32.5,<0> ,94.9,<0> ,8.1,<0> ,,<-1> ,,,1.59,<0> ,1.54,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/2/2021 0:30,1,1,,13.2,<0> ,49.75,<0> ,32.5,<0> ,95.6,<0> ,8.2,<0> ,,<-1> ,,,1.6,<0> ,1.55,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/2/2021 0:45,1,1,,13.2,<0> ,49.78,<0> ,32.6,<0> ,98.5,<0> ,8.4,<0> ,,<-1> ,,,1.63,<0> ,1.58,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/2/2021 1:00,1,1,,13.2,<0> ,49.81,<0> ,32.6,<0> ,98.8,<0> ,8.5,<0> ,,<-1> ,,,1.67,<0> ,1.62,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/2/2021 1:15,1,1,,13.2,<0> ,49.79,<0> ,32.6,<0> ,96.1,<0> ,8.2,<0> ,,<-1> ,,,1.67,<0> ,1.62,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/2/2021 1:30,1,1,,13.2,<0> ,49.79,<0> ,32.6,<0> ,95.8,<0> ,8.2,<0> ,,<-1> ,,,1.71,<0> ,1.66,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/2/2021 1:45,1,1,,13.2,<0> ,49.78,<0> ,32.6,<0> ,96.7,<0> ,8.3,<0> ,,<-1> ,,,1.67,<0> ,1.63,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/2/2021 2:00,1,1,,13.2,<0> ,49.85,<0> ,32.6,<0> ,100.9,<0> ,8.6,<0> ,,<-1> ,,,1.69,<0> ,1.65,<1> [GCS],8.1,<0> ,1,<0> 
elkvmwq,P,5/2/2021 2:15,1,1,,13.1,<0> ,49.81,<0> ,32.6,<0> ,96.7,<0> ,8.3,<0> ,,<-1> ,,,1.66,<0> ,1.62,<1> [GCS],8,<0> ,1,<0> 
elkvmwq,P,5/2/2021 2:30,1,1,,13.1,<0> ,49.76,<0> ,32.5,<0> ,98.1,<0> ,8.4,<0> ,,<-1> ,,,1.64,<0> ,1.6,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/2/2021 2:45,1,1,,13.1,<0> ,49.73,<0> ,32.5,<0> ,95.9,<0> ,8.2,<0> ,,<-1> ,,,1.61,<0> ,1.57,<1> [GCS],8,<0> ,111,<0> 
elkvmwq,P,5/2/2021 3:00,1,1,,13,<0> ,49.79,<0> ,32.6,<0> ,94.6,<0> ,8.1,<0> ,,<-1> ,,,1.57,<0> ,1.53,<1> [GCS],8,<0> ,97,<0> 
elkvmwq,P,5/2/2021 3:15,1,1,,13,<0> ,49.71,<0> ,32.5,<0> ,96,<0> ,8.3,<0> ,,<-1> ,,,1.54,<0> ,1.5,<1> [GCS],8,<0> ,42,<0> 
elkvmwq,P,5/2/2021 3:30,1,1,,13,<0> ,49.78,<0> ,32.5,<0> ,96.7,<0> ,8.3,<0> ,,<-1> ,,,1.48,<0> ,1.44,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/2/2021 3:45,1,1,,13,<0> ,49.81,<0> ,32.6,<0> ,96.3,<0> ,8.3,<0> ,,<-1> ,,,1.41,<0> ,1.37,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/2/2021 4:00,1,1,,13,<0> ,49.8,<0> ,32.6,<0> ,95.3,<0> ,8.2,<0> ,,<-1> ,,,1.34,<0> ,1.3,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/2/2021 4:15,1,1,,13,<0> ,49.83,<0> ,32.6,<0> ,95.9,<0> ,8.2,<0> ,,<-1> ,,,1.27,<0> ,1.23,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/2/2021 4:30,1,1,,13,<0> ,49.87,<0> ,32.6,<0> ,95.3,<0> ,8.2,<0> ,,<-1> ,,,1.17,<0> ,1.13,<1> [GCS],8,<0> ,2,<0> 
elkvmwq,P,5/2/2021 4:45,1,1,,13,<0> ,49.89,<0> ,32.6,<0> ,95.2,<0> ,8.2,<0> ,,<-1> ,,,1.07,<0> ,1.03,<1> [GCS],8,<0> ,3,<0> 
elkvmwq,P,5/2/2021 5:00,1,1,,13,<0> ,49.78,<0> ,32.5,<0> ,94.6,<0> ,8.1,<0> ,,<-1> ,,,1,<0> ,0.96,<1> [GCS],8,<0> ,3,<0> 
elkvmwq,P,5/2/2021 5:15,1,1,,13,<0> ,49.82,<0> ,32.6,<0> ,94,<0> ,8.1,<0> ,,<-1> ,,,0.93,<0> ,0.89,<1> [GCS],8,<0> ,3,<0> 
elkvmwq,P,5/2/2021 5:30,1,1,,13,<0> ,49.79,<0> ,32.6,<0> ,92.8,<0> ,8,<0> ,,<-1> ,,,0.81,<0> ,0.77,<1> [GCS],8,<0> ,3,<0> 
